transaction_month,town,flat_type,block_no,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Remaining_months,flat_Storey_range,Flat_type_range
2018-09,BISHAN,3 ROOM,189,BISHAN ST 13,01 TO 03,65,Simplified,1988,68 years 09 months,340000,825,1,3
2018-09,BISHAN,3 ROOM,304,SHUNFU RD,04 TO 06,67,New Generation,1985,65 years 06 months,410000,786,1,3
2018-09,BISHAN,3 ROOM,308,SHUNFU RD,04 TO 06,67,New Generation,1984,65 years 03 months,355000,783,1,3
2018-09,BISHAN,3 ROOM,22,SIN MING RD,07 TO 09,68,Improved,1973,54 years 02 months,239000,650,2,3
2018-09,BISHAN,4 ROOM,149,BISHAN ST 11,07 TO 09,84,Simplified,1987,67 years 04 months,455000,808,2,4
2018-09,BISHAN,4 ROOM,144,BISHAN ST 12,04 TO 06,103,Model A,1988,68 years 11 months,530888,827,1,4
2018-09,BISHAN,4 ROOM,115,BISHAN ST 12,01 TO 03,89,Simplified,1986,66 years 05 months,480000,797,1,4
2018-09,BISHAN,4 ROOM,106,BISHAN ST 12,10 TO 12,84,Simplified,1985,66 years 02 months,550000,794,2,4
2018-09,BISHAN,4 ROOM,112,BISHAN ST 12,01 TO 03,84,Simplified,1985,65 years 09 months,470000,789,1,4
2018-09,BISHAN,4 ROOM,116,BISHAN ST 12,04 TO 06,89,Simplified,1985,66 years 02 months,548000,794,1,4
2018-09,BISHAN,4 ROOM,106,BISHAN ST 12,07 TO 09,105,Model A,1985,66 years 02 months,668000,794,2,4
2018-09,BISHAN,4 ROOM,180,BISHAN ST 13,04 TO 06,88,Simplified,1988,68 years 07 months,520000,823,1,4
2018-09,BISHAN,4 ROOM,254,BISHAN ST 22,19 TO 21,116,Model A,1992,72 years 11 months,655000,875,3,4
2018-09,BISHAN,4 ROOM,248,BISHAN ST 22,25 TO 27,114,Model A,1992,72 years 11 months,738000,875,3,4
2018-09,BISHAN,4 ROOM,204,BISHAN ST 23,01 TO 03,112,Model A,1992,72 years 08 months,575000,872,1,4
2018-09,BISHAN,4 ROOM,228,BISHAN ST 23,04 TO 06,105,Model A,1992,72 years 07 months,558000,871,1,4
2018-09,BISHAN,4 ROOM,273A,BISHAN ST 24,04 TO 06,95,DBSS,2011,92 years,735000,1104,1,4
2018-09,BISHAN,4 ROOM,273A,BISHAN ST 24,31 TO 33,95,DBSS,2011,92 years,830000,1104,3,4
2018-09,BISHAN,4 ROOM,267,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years 11 months,570000,875,1,4
2018-09,BISHAN,4 ROOM,273A,BISHAN ST 24,19 TO 21,95,DBSS,2011,91 years 11 months,810000,1103,3,4
2018-09,BISHAN,4 ROOM,271,BISHAN ST 24,01 TO 03,104,Model A,1992,72 years 11 months,580000,875,1,4
2018-09,BISHAN,4 ROOM,445,SIN MING AVE,07 TO 09,105,Model A,1990,70 years 05 months,575000,845,2,4
2018-09,BISHAN,4 ROOM,406,SIN MING AVE,07 TO 09,84,Simplified,1987,67 years 07 months,483000,811,2,4
2018-09,BISHAN,5 ROOM,127,BISHAN ST 12,04 TO 06,133,Improved,1986,67 years 03 months,735000,807,1,5
2018-09,BISHAN,5 ROOM,103,BISHAN ST 12,07 TO 09,121,Improved,1986,67 years 02 months,730000,806,2,5
2018-09,BISHAN,5 ROOM,166,BISHAN ST 13,07 TO 09,122,Improved,1987,68 years 04 months,725000,820,2,5
2018-09,BISHAN,5 ROOM,158,BISHAN ST 13,19 TO 21,121,Improved,1988,68 years 06 months,728000,822,3,5
2018-09,BISHAN,5 ROOM,167,BISHAN ST 13,01 TO 03,122,Improved,1988,69 years,630000,828,1,5
2018-09,BISHAN,5 ROOM,179,BISHAN ST 13,07 TO 09,121,Improved,1987,67 years 11 months,760000,815,2,5
2018-09,BISHAN,5 ROOM,165,BISHAN ST 13,13 TO 15,121,Improved,1988,69 years,778000,828,3,5
2018-09,BISHAN,5 ROOM,203,BISHAN ST 23,10 TO 12,132,Model A,1992,72 years 08 months,850000,872,2,5
2018-09,BISHAN,5 ROOM,223,BISHAN ST 23,01 TO 03,121,Improved,1992,72 years 11 months,818000,875,1,5
2018-09,BISHAN,5 ROOM,273B,BISHAN ST 24,28 TO 30,120,DBSS,2011,92 years,1080000,1104,3,5
2018-09,BISHAN,5 ROOM,273B,BISHAN ST 24,16 TO 18,120,DBSS,2011,91 years 11 months,990000,1103,3,5
2018-09,BISHAN,5 ROOM,275A,BISHAN ST 24,22 TO 24,120,DBSS,2011,91 years 11 months,1000000,1103,3,5
2018-09,BISHAN,5 ROOM,312,SHUNFU RD,04 TO 06,121,Improved,1985,65 years 10 months,750000,790,1,5
2018-09,BISHAN,5 ROOM,310,SHUNFU RD,10 TO 12,121,Improved,1984,65 years 03 months,711000,783,2,5
2018-09,BISHAN,5 ROOM,310,SHUNFU RD,01 TO 03,121,Improved,1984,65 years 03 months,708000,783,1,5
2018-09,BISHAN,5 ROOM,442,SIN MING AVE,16 TO 18,120,Improved,1990,70 years 06 months,730000,846,3,5
2018-09,BISHAN,5 ROOM,408,SIN MING AVE,22 TO 24,120,Improved,1986,66 years 09 months,718000,801,3,5
2018-09,BISHAN,5 ROOM,405,SIN MING AVE,19 TO 21,120,Improved,1986,66 years 09 months,750000,801,3,5
2018-09,BISHAN,5 ROOM,453,SIN MING AVE,04 TO 06,125,Improved,1990,70 years 05 months,720000,845,1,5
2018-09,BISHAN,5 ROOM,22,SIN MING RD,04 TO 06,136,Adjoined flat,1973,54 years 01 month,515000,649,1,5
2018-09,BISHAN,EXECUTIVE,187,BISHAN ST 13,07 TO 09,142,Apartment,1987,67 years 06 months,900000,810,2,6
2018-09,BISHAN,EXECUTIVE,231,BISHAN ST 23,01 TO 03,146,Maisonette,1992,72 years 08 months,875000,872,1,6
2018-09,BISHAN,EXECUTIVE,231,BISHAN ST 23,04 TO 06,146,Maisonette,1992,72 years 07 months,890000,871,1,6
2018-10,BISHAN,3 ROOM,105,BISHAN ST 12,07 TO 09,64,Simplified,1985,66 years 03 months,417000,795,2,3
2018-10,BISHAN,3 ROOM,24,SIN MING RD,01 TO 03,65,Improved,1973,54 years 01 month,260000,649,1,3
2018-10,BISHAN,4 ROOM,148,BISHAN ST 11,07 TO 09,84,Simplified,1987,67 years 09 months,465000,813,2,4
2018-10,BISHAN,4 ROOM,151,BISHAN ST 11,04 TO 06,84,Simplified,1989,69 years 05 months,395000,833,1,4
2018-10,BISHAN,4 ROOM,127,BISHAN ST 12,10 TO 12,83,Simplified,1986,67 years 02 months,465000,806,2,4
2018-10,BISHAN,4 ROOM,107,BISHAN ST 12,10 TO 12,105,Model A,1985,66 years 01 month,673000,793,2,4
2018-10,BISHAN,4 ROOM,113,BISHAN ST 12,10 TO 12,84,Simplified,1986,66 years 03 months,548000,795,2,4
2018-10,BISHAN,4 ROOM,259,BISHAN ST 22,07 TO 09,104,Model A,1992,72 years 10 months,585000,874,2,4
2018-10,BISHAN,4 ROOM,236,BISHAN ST 22,07 TO 09,105,Model A,1992,72 years 07 months,605000,871,2,4
2018-10,BISHAN,4 ROOM,235,BISHAN ST 22,10 TO 12,113,Model A,1992,72 years 06 months,613000,870,2,4
2018-10,BISHAN,4 ROOM,293,BISHAN ST 22,22 TO 24,102,Premium Apartment,1998,78 years 08 months,755000,944,3,4
2018-10,BISHAN,4 ROOM,206,BISHAN ST 23,01 TO 03,113,Model A,1992,72 years 07 months,581888,871,1,4
2018-10,BISHAN,4 ROOM,272,BISHAN ST 24,10 TO 12,104,Model A,1992,72 years 10 months,609000,874,2,4
2018-10,BISHAN,4 ROOM,272,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years 10 months,572000,874,1,4
2018-10,BISHAN,4 ROOM,268,BISHAN ST 24,01 TO 03,106,Model A,1992,72 years 09 months,518000,873,1,4
2018-10,BISHAN,4 ROOM,312,SHUNFU RD,07 TO 09,97,New Generation,1985,65 years 08 months,573000,788,2,4
2018-10,BISHAN,4 ROOM,403,SIN MING AVE,07 TO 09,89,Simplified,1986,66 years 10 months,522000,802,2,4
2018-10,BISHAN,4 ROOM,449,SIN MING AVE,04 TO 06,105,Model A,1990,70 years 05 months,548000,845,1,4
2018-10,BISHAN,5 ROOM,136,BISHAN ST 12,04 TO 06,122,Improved,1987,68 years 01 month,610000,817,1,5
2018-10,BISHAN,5 ROOM,168,BISHAN ST 13,01 TO 03,121,Improved,1986,67 years 01 month,665000,805,1,5
2018-10,BISHAN,5 ROOM,156,BISHAN ST 13,04 TO 06,121,Improved,1988,69 years,710000,828,1,5
2018-10,BISHAN,5 ROOM,158,BISHAN ST 13,07 TO 09,131,Improved,1988,68 years 04 months,760000,820,2,5
2018-10,BISHAN,5 ROOM,190,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 03 months,680000,807,1,5
2018-10,BISHAN,5 ROOM,190,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 03 months,695000,807,1,5
2018-10,BISHAN,5 ROOM,156,BISHAN ST 13,01 TO 03,131,Improved,1988,68 years 11 months,590000,827,1,5
2018-10,BISHAN,5 ROOM,196,BISHAN ST 13,01 TO 03,121,Improved,1987,67 years 03 months,748000,807,1,5
2018-10,BISHAN,5 ROOM,250,BISHAN ST 22,04 TO 06,131,Model A,1992,72 years 10 months,745000,874,1,5
2018-10,BISHAN,5 ROOM,255,BISHAN ST 22,10 TO 12,133,Model A,1992,72 years 10 months,780000,874,2,5
2018-10,BISHAN,5 ROOM,275A,BISHAN ST 24,34 TO 36,120,DBSS,2011,91 years 11 months,1076000,1103,3,5
2018-10,BISHAN,5 ROOM,273B,BISHAN ST 24,01 TO 03,120,DBSS,2011,91 years 10 months,857500,1102,1,5
2018-10,BISHAN,5 ROOM,303,SHUNFU RD,10 TO 12,121,Improved,1985,65 years 05 months,720000,785,2,5
2018-10,BISHAN,EXECUTIVE,101,BISHAN ST 12,22 TO 24,163,Maisonette,1987,67 years 03 months,996000,807,3,6
2018-10,BISHAN,EXECUTIVE,179,BISHAN ST 13,22 TO 24,163,Maisonette,1987,67 years 10 months,1138000,814,3,6
2018-10,BISHAN,EXECUTIVE,179,BISHAN ST 13,22 TO 24,150,Maisonette,1987,67 years 10 months,1098888,814,3,6
2018-10,BISHAN,EXECUTIVE,219,BISHAN ST 23,01 TO 03,149,Maisonette,1992,72 years 07 months,850000,871,1,6
2018-10,BISHAN,EXECUTIVE,452,SIN MING AVE,01 TO 03,149,Maisonette,1989,69 years 10 months,830000,838,1,6
2018-11,BISHAN,3 ROOM,176,BISHAN ST 13,07 TO 09,64,Simplified,1988,68 years 05 months,375000,821,2,3
2018-11,BISHAN,3 ROOM,309,SHUNFU RD,01 TO 03,67,New Generation,1984,65 years,367000,780,1,3
2018-11,BISHAN,3 ROOM,304,SHUNFU RD,04 TO 06,67,New Generation,1985,65 years 04 months,420000,784,1,3
2018-11,BISHAN,4 ROOM,147,BISHAN ST 11,04 TO 06,84,Simplified,1987,67 years 04 months,420000,808,1,4
2018-11,BISHAN,4 ROOM,501,BISHAN ST 11,07 TO 09,103,Model A,1989,69 years 10 months,703000,838,2,4
2018-11,BISHAN,4 ROOM,145,BISHAN ST 11,07 TO 09,84,Simplified,1987,67 years 11 months,458000,815,2,4
2018-11,BISHAN,4 ROOM,125,BISHAN ST 12,07 TO 09,83,Simplified,1987,67 years 07 months,530000,811,2,4
2018-11,BISHAN,4 ROOM,131,BISHAN ST 12,13 TO 15,104,Model A,1986,66 years 02 months,650000,794,3,4
2018-11,BISHAN,4 ROOM,106,BISHAN ST 12,04 TO 06,84,Simplified,1985,66 years,480000,792,1,4
2018-11,BISHAN,4 ROOM,113,BISHAN ST 12,07 TO 09,84,Simplified,1986,66 years 02 months,495000,794,2,4
2018-11,BISHAN,4 ROOM,123,BISHAN ST 12,10 TO 12,84,Simplified,1986,66 years 03 months,448000,795,2,4
2018-11,BISHAN,4 ROOM,140,BISHAN ST 12,01 TO 03,103,Model A,1988,68 years 09 months,515000,825,1,4
2018-11,BISHAN,4 ROOM,157,BISHAN ST 13,04 TO 06,104,Model A,1988,68 years 03 months,492000,819,1,4
2018-11,BISHAN,4 ROOM,167,BISHAN ST 13,07 TO 09,103,Model A,1988,68 years 10 months,548000,826,2,4
2018-11,BISHAN,4 ROOM,260,BISHAN ST 22,04 TO 06,104,Model A,1992,72 years 09 months,541000,873,1,4
2018-11,BISHAN,4 ROOM,275A,BISHAN ST 24,25 TO 27,95,DBSS,2011,91 years 10 months,820000,1102,3,4
2018-11,BISHAN,4 ROOM,290,BISHAN ST 24,04 TO 06,100,Premium Apartment,1998,78 years 07 months,618000,943,1,4
2018-11,BISHAN,4 ROOM,275A,BISHAN ST 24,19 TO 21,95,DBSS,2011,91 years 10 months,795000,1102,3,4
2018-11,BISHAN,4 ROOM,264,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years 09 months,538000,873,1,4
2018-11,BISHAN,4 ROOM,304,SHUNFU RD,10 TO 12,92,New Generation,1985,65 years 04 months,523000,784,2,4
2018-11,BISHAN,4 ROOM,445,SIN MING AVE,10 TO 12,103,Model A,1990,70 years 02 months,562000,842,2,4
2018-11,BISHAN,5 ROOM,145,BISHAN ST 11,04 TO 06,122,Improved,1987,68 years,632000,816,1,5
2018-11,BISHAN,5 ROOM,101,BISHAN ST 12,16 TO 18,121,Improved,1987,67 years 02 months,815000,806,3,5
2018-11,BISHAN,5 ROOM,144,BISHAN ST 12,04 TO 06,123,Improved,1988,68 years 09 months,675000,825,1,5
2018-11,BISHAN,5 ROOM,135,BISHAN ST 12,16 TO 18,121,Improved,1987,67 years 07 months,785000,811,3,5
2018-11,BISHAN,5 ROOM,235,BISHAN ST 22,04 TO 06,139,Model A,1992,72 years 05 months,850000,869,1,5
2018-11,BISHAN,5 ROOM,214,BISHAN ST 23,04 TO 06,133,Model A,1992,72 years 05 months,758000,869,1,5
2018-11,BISHAN,5 ROOM,290,BISHAN ST 24,16 TO 18,121,Premium Apartment,1998,78 years 08 months,813888,944,3,5
2018-11,BISHAN,5 ROOM,266,BISHAN ST 24,10 TO 12,134,Model A,1992,72 years 09 months,650000,873,2,5
2018-11,BISHAN,5 ROOM,446,BRIGHT HILL DR,04 TO 06,123,Improved,1990,70 years 05 months,675000,845,1,5
2018-11,BISHAN,EXECUTIVE,135,BISHAN ST 12,22 TO 24,150,Maisonette,1987,67 years 07 months,1010000,811,3,6
2018-11,BISHAN,EXECUTIVE,301,SHUNFU RD,01 TO 03,158,Maisonette,1985,65 years 08 months,948000,788,1,6
2018-11,BISHAN,EXECUTIVE,301,SHUNFU RD,07 TO 09,158,Maisonette,1985,65 years 08 months,1050000,788,2,6
2018-12,BISHAN,3 ROOM,406,SIN MING AVE,10 TO 12,64,Simplified,1987,67 years 04 months,363000,808,2,3
2018-12,BISHAN,4 ROOM,142,BISHAN ST 12,10 TO 12,84,Simplified,1988,68 years 09 months,450000,825,2,4
2018-12,BISHAN,4 ROOM,140,BISHAN ST 12,07 TO 09,104,Model A,1988,68 years 08 months,525000,824,2,4
2018-12,BISHAN,4 ROOM,138,BISHAN ST 12,01 TO 03,84,Simplified,1987,67 years 07 months,410000,811,1,4
2018-12,BISHAN,4 ROOM,126,BISHAN ST 12,10 TO 12,83,Simplified,1987,67 years 07 months,440000,811,2,4
2018-12,BISHAN,4 ROOM,133,BISHAN ST 12,04 TO 06,84,Simplified,1987,67 years 02 months,470000,806,1,4
2018-12,BISHAN,4 ROOM,177,BISHAN ST 13,07 TO 09,83,Simplified,1987,67 years 09 months,510000,813,2,4
2018-12,BISHAN,4 ROOM,181,BISHAN ST 13,10 TO 12,84,Simplified,1987,67 years 02 months,555000,806,2,4
2018-12,BISHAN,4 ROOM,178,BISHAN ST 13,01 TO 03,83,Simplified,1987,67 years 10 months,515000,814,1,4
2018-12,BISHAN,4 ROOM,243,BISHAN ST 22,10 TO 12,114,Model A,1992,72 years 08 months,650000,872,2,4
2018-12,BISHAN,4 ROOM,215,BISHAN ST 23,07 TO 09,105,Model A,1992,72 years 05 months,590000,869,2,4
2018-12,BISHAN,4 ROOM,230,BISHAN ST 23,01 TO 03,105,Model A,1992,72 years 05 months,535000,869,1,4
2018-12,BISHAN,4 ROOM,265,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years 08 months,518888,872,1,4
2018-12,BISHAN,4 ROOM,291,BISHAN ST 24,19 TO 21,102,Premium Apartment,1998,78 years 06 months,738888,942,3,4
2018-12,BISHAN,4 ROOM,272,BISHAN ST 24,01 TO 03,104,Model A,1992,72 years 08 months,430000,872,1,4
2018-12,BISHAN,5 ROOM,136,BISHAN ST 12,01 TO 03,122,Improved,1987,67 years 11 months,500000,815,1,5
2018-12,BISHAN,5 ROOM,181,BISHAN ST 13,10 TO 12,121,Improved,1987,67 years 02 months,795000,806,2,5
2018-12,BISHAN,5 ROOM,273A,BISHAN ST 24,10 TO 12,120,DBSS,2011,91 years 09 months,980000,1101,2,5
2018-12,BISHAN,EXECUTIVE,441,SIN MING AVE,10 TO 12,175,Maisonette,1990,70 years 02 months,990000,842,2,6
2019-01,BISHAN,3 ROOM,108,BISHAN ST 12,01 TO 03,64,Simplified,1985,65 years 09 months,370000,789,1,3
2019-01,BISHAN,3 ROOM,176,BISHAN ST 13,10 TO 12,64,Simplified,1988,68 years 03 months,360000,819,2,3
2019-01,BISHAN,3 ROOM,313,SHUNFU RD,07 TO 09,67,New Generation,1985,65 years 05 months,446000,785,2,3
2019-01,BISHAN,3 ROOM,407,SIN MING AVE,04 TO 06,64,Simplified,1986,66 years 07 months,340000,799,1,3
2019-01,BISHAN,4 ROOM,145,BISHAN ST 11,07 TO 09,84,Simplified,1987,67 years 09 months,470000,813,2,4
2019-01,BISHAN,4 ROOM,152,BISHAN ST 11,04 TO 06,93,Simplified,1988,68 years 11 months,468888,827,1,4
2019-01,BISHAN,4 ROOM,122,BISHAN ST 12,10 TO 12,84,Simplified,1986,66 years 01 month,505000,793,2,4
2019-01,BISHAN,4 ROOM,144,BISHAN ST 12,07 TO 09,103,Model A,1988,68 years 07 months,515000,823,2,4
2019-01,BISHAN,4 ROOM,109,BISHAN ST 12,07 TO 09,84,Simplified,1985,65 years 11 months,500000,791,2,4
2019-01,BISHAN,4 ROOM,107,BISHAN ST 12,07 TO 09,84,Simplified,1985,65 years 10 months,525000,790,2,4
2019-01,BISHAN,4 ROOM,126,BISHAN ST 12,07 TO 09,84,Simplified,1987,67 years 06 months,478000,810,2,4
2019-01,BISHAN,4 ROOM,193,BISHAN ST 13,10 TO 12,83,Simplified,1987,68 years,565000,816,2,4
2019-01,BISHAN,4 ROOM,184,BISHAN ST 13,10 TO 12,83,Simplified,1988,68 years 01 month,560000,817,2,4
2019-01,BISHAN,4 ROOM,251,BISHAN ST 22,04 TO 06,103,Model A,1992,72 years 07 months,618000,871,1,4
2019-01,BISHAN,4 ROOM,253,BISHAN ST 22,10 TO 12,116,Model A,1992,72 years 07 months,648000,871,2,4
2019-01,BISHAN,4 ROOM,260,BISHAN ST 22,07 TO 09,104,Model A,1992,72 years 07 months,568000,871,2,4
2019-01,BISHAN,4 ROOM,241,BISHAN ST 22,07 TO 09,103,Model A,1992,72 years 07 months,600000,871,2,4
2019-01,BISHAN,4 ROOM,250,BISHAN ST 22,04 TO 06,114,Model A,1992,72 years 07 months,550000,871,1,4
2019-01,BISHAN,4 ROOM,263,BISHAN ST 22,04 TO 06,106,Model A,1992,72 years 07 months,535000,871,1,4
2019-01,BISHAN,4 ROOM,232,BISHAN ST 22,04 TO 06,103,Model A,1992,72 years 04 months,550000,868,1,4
2019-01,BISHAN,4 ROOM,259,BISHAN ST 22,07 TO 09,112,Model A,1992,72 years 07 months,614000,871,2,4
2019-01,BISHAN,4 ROOM,255,BISHAN ST 22,01 TO 03,105,Model A,1992,72 years 06 months,568000,870,1,4
2019-01,BISHAN,4 ROOM,225,BISHAN ST 23,04 TO 06,103,Model A,1992,72 years 07 months,530000,871,1,4
2019-01,BISHAN,4 ROOM,221,BISHAN ST 23,13 TO 15,102,Model A,1992,72 years 07 months,610000,871,3,4
2019-01,BISHAN,4 ROOM,224,BISHAN ST 23,16 TO 18,102,Model A,1992,72 years 06 months,630000,870,3,4
2019-01,BISHAN,4 ROOM,287,BISHAN ST 24,04 TO 06,103,Model A,1992,72 years 07 months,548000,871,1,4
2019-01,BISHAN,4 ROOM,266,BISHAN ST 24,04 TO 06,104,Model A,1992,72 years 07 months,548000,871,1,4
2019-01,BISHAN,4 ROOM,272,BISHAN ST 24,07 TO 09,104,Model A,1992,72 years 07 months,625000,871,2,4
2019-01,BISHAN,4 ROOM,273A,BISHAN ST 24,31 TO 33,95,DBSS,2011,91 years 08 months,820000,1100,3,4
2019-01,BISHAN,4 ROOM,273B,BISHAN ST 24,28 TO 30,95,DBSS,2011,91 years 07 months,818000,1099,3,4
2019-01,BISHAN,5 ROOM,138,BISHAN ST 12,07 TO 09,121,Improved,1987,67 years 07 months,660000,811,2,5
2019-01,BISHAN,5 ROOM,166,BISHAN ST 13,07 TO 09,122,Improved,1987,67 years 11 months,718000,815,2,5
2019-01,BISHAN,5 ROOM,293,BISHAN ST 22,19 TO 21,123,Premium Apartment,1998,78 years 05 months,820000,941,3,5
2019-01,BISHAN,5 ROOM,293,BISHAN ST 22,19 TO 21,123,Premium Apartment,1998,78 years 05 months,700000,941,3,5
2019-01,BISHAN,5 ROOM,303,SHUNFU RD,04 TO 06,121,Improved,1985,65 years 03 months,800000,783,1,5
2019-01,BISHAN,EXECUTIVE,187,BISHAN ST 13,10 TO 12,146,Maisonette,1987,67 years 01 month,950000,805,2,6
2019-01,BISHAN,EXECUTIVE,247,BISHAN ST 22,01 TO 03,146,Maisonette,1992,72 years 07 months,770000,871,1,6
2019-01,BISHAN,EXECUTIVE,238,BISHAN ST 22,07 TO 09,151,Maisonette,1992,72 years 07 months,780000,871,2,6
2019-01,BISHAN,EXECUTIVE,231,BISHAN ST 23,10 TO 12,148,Maisonette,1992,72 years 04 months,930000,868,2,6
2019-02,BISHAN,3 ROOM,116,BISHAN ST 12,01 TO 03,70,Simplified,1985,65 years 10 months,359000,790,1,3
2019-02,BISHAN,3 ROOM,307,SHUNFU RD,04 TO 06,67,New Generation,1985,65 years 02 months,403000,782,1,3
2019-02,BISHAN,3 ROOM,308,SHUNFU RD,10 TO 12,67,New Generation,1984,64 years 10 months,435000,778,2,3
2019-02,BISHAN,3 ROOM,308,SHUNFU RD,04 TO 06,67,New Generation,1984,64 years 10 months,408000,778,1,3
2019-02,BISHAN,3 ROOM,24,SIN MING RD,07 TO 09,65,Improved,1973,53 years 08 months,260000,644,2,3
2019-02,BISHAN,4 ROOM,130,BISHAN ST 12,07 TO 09,84,Simplified,1986,66 years 01 month,460000,793,2,4
2019-02,BISHAN,4 ROOM,139,BISHAN ST 12,01 TO 03,109,Model A,1988,68 years 06 months,450000,822,1,4
2019-02,BISHAN,4 ROOM,114,BISHAN ST 12,10 TO 12,84,Simplified,1986,65 years 11 months,550000,791,2,4
2019-02,BISHAN,4 ROOM,111,BISHAN ST 12,07 TO 09,84,Simplified,1986,65 years 11 months,503000,791,2,4
2019-02,BISHAN,4 ROOM,122,BISHAN ST 12,10 TO 12,105,Model A,1986,66 years,582000,792,2,4
2019-02,BISHAN,4 ROOM,123,BISHAN ST 12,13 TO 15,105,Model A,1986,66 years,598888,792,3,4
2019-02,BISHAN,4 ROOM,113,BISHAN ST 12,01 TO 03,84,Simplified,1986,65 years 11 months,438000,791,1,4
2019-02,BISHAN,4 ROOM,124,BISHAN ST 12,01 TO 03,84,Simplified,1987,67 years 04 months,415000,808,1,4
2019-02,BISHAN,4 ROOM,246,BISHAN ST 22,10 TO 12,103,Model A,1992,72 years 06 months,553000,870,2,4
2019-02,BISHAN,4 ROOM,224,BISHAN ST 23,22 TO 24,102,Model A,1992,72 years 05 months,643000,869,3,4
2019-02,BISHAN,4 ROOM,265,BISHAN ST 24,01 TO 03,107,Model A,1992,72 years 06 months,535000,870,1,4
2019-02,BISHAN,4 ROOM,448,BRIGHT HILL DR,04 TO 06,105,Model A,1990,70 years 02 months,550000,842,1,4
2019-02,BISHAN,4 ROOM,309,SHUNFU RD,04 TO 06,95,New Generation,1984,64 years 09 months,500000,777,1,4
2019-02,BISHAN,4 ROOM,406,SIN MING AVE,10 TO 12,89,Simplified,1987,67 years 02 months,512000,806,2,4
2019-02,BISHAN,5 ROOM,140,BISHAN ST 12,07 TO 09,123,Improved,1988,68 years 06 months,660000,822,2,5
2019-02,BISHAN,5 ROOM,158,BISHAN ST 13,19 TO 21,128,Improved,1988,68 years 01 month,800000,817,3,5
2019-02,BISHAN,5 ROOM,155,BISHAN ST 13,04 TO 06,131,Improved,1987,67 years 09 months,720000,813,1,5
2019-02,BISHAN,5 ROOM,293,BISHAN ST 22,10 TO 12,121,Premium Apartment,1998,78 years 05 months,788000,941,2,5
2019-02,BISHAN,5 ROOM,273B,BISHAN ST 24,01 TO 03,120,DBSS,2011,91 years 07 months,840000,1099,1,5
2019-02,BISHAN,5 ROOM,273A,BISHAN ST 24,07 TO 09,120,DBSS,2011,91 years 07 months,968000,1099,2,5
2019-02,BISHAN,5 ROOM,449,SIN MING AVE,10 TO 12,123,Improved,1990,70 years 01 month,750000,841,2,5
2019-02,BISHAN,EXECUTIVE,119,BISHAN ST 12,01 TO 03,144,Apartment,1987,67 years 04 months,780000,808,1,6
2019-02,BISHAN,EXECUTIVE,301,SHUNFU RD,10 TO 12,147,Maisonette,1985,65 years 05 months,1028000,785,2,6
2019-03,BISHAN,3 ROOM,133,BISHAN ST 12,01 TO 03,64,Simplified,1987,66 years 11 months,370000,803,1,3
2019-03,BISHAN,3 ROOM,115,BISHAN ST 12,07 TO 09,64,Simplified,1986,65 years 11 months,390000,791,2,3
2019-03,BISHAN,3 ROOM,110,BISHAN ST 12,01 TO 03,64,Simplified,1986,65 years 11 months,380000,791,1,3
2019-03,BISHAN,3 ROOM,105,BISHAN ST 12,01 TO 03,64,Simplified,1985,65 years 09 months,350000,789,1,3
2019-03,BISHAN,3 ROOM,403,SIN MING AVE,04 TO 06,64,Simplified,1986,66 years 05 months,375000,797,1,3
2019-03,BISHAN,4 ROOM,146,BISHAN ST 11,01 TO 03,84,Simplified,1987,67 years 05 months,365000,809,1,4
2019-03,BISHAN,4 ROOM,150A,BISHAN ST 11,04 TO 06,84,Simplified,1989,68 years 10 months,405000,826,1,4
2019-03,BISHAN,4 ROOM,107,BISHAN ST 12,07 TO 09,84,Simplified,1985,65 years 09 months,465000,789,2,4
2019-03,BISHAN,4 ROOM,138,BISHAN ST 12,01 TO 03,84,Simplified,1987,67 years 05 months,339000,809,1,4
2019-03,BISHAN,4 ROOM,122,BISHAN ST 12,01 TO 03,84,Simplified,1986,66 years,400000,792,1,4
2019-03,BISHAN,4 ROOM,111,BISHAN ST 12,07 TO 09,84,Simplified,1986,65 years 11 months,488000,791,2,4
2019-03,BISHAN,4 ROOM,105,BISHAN ST 12,01 TO 03,104,Model A,1985,65 years 09 months,545000,789,1,4
2019-03,BISHAN,4 ROOM,109,BISHAN ST 12,07 TO 09,105,Model A,1985,65 years 10 months,638000,790,2,4
2019-03,BISHAN,4 ROOM,125,BISHAN ST 12,04 TO 06,83,Simplified,1987,67 years 03 months,445000,807,1,4
2019-03,BISHAN,4 ROOM,172,BISHAN ST 13,04 TO 06,83,Simplified,1987,67 years 09 months,483000,813,1,4
2019-03,BISHAN,4 ROOM,250,BISHAN ST 22,10 TO 12,102,Model A,1992,72 years 06 months,598000,870,2,4
2019-03,BISHAN,4 ROOM,254,BISHAN ST 22,01 TO 03,112,Model A,1992,72 years 05 months,500000,869,1,4
